symbolic_formula,modelo,arquitectura,tiempo
0,CTGAN,10-5,5.430891178548336e-05
0,CTGAN,10-5,5.457201041281223e-05
0,CTGAN,10-5,5.4677948355674744e-05
0,CTGAN,10-5,5.4853036999702454e-05
0,CTGAN,10-5,5.4168980568647385e-05
0,CTGAN,10-5,5.4175034165382385e-05
0,CTGAN,10-5,5.4802047088742256e-05
0,CTGAN,10-5,5.489680916070938e-05
0,CTGAN,10-5,5.429401062428951e-05
0,CTGAN,10-5,5.4454896599054337e-05
0,CTGAN,10-5,5.8246077969670296e-05
0,CTGAN,10-5,5.612405948340893e-05
0,CTGAN,10-5,6.10381830483675e-05
0,CTGAN,10-5,5.552498623728752e-05
0,CTGAN,10-5,5.479319952428341e-05
0,CTGAN,10-5,6.805313751101494e-05
0,CTGAN,10-5,5.553592927753925e-05
0,CTGAN,10-5,5.477597005665302e-05
0,CTGAN,10-5,5.470798350870609e-05
0,CTGAN,10-5,5.479808896780014e-05
0,CTGAN,10-5,5.464395508170128e-05
0,CTGAN,10-5,5.432590842247009e-05
0,CTGAN,10-5,5.436409264802933e-05
0,CTGAN,10-5,5.457899533212185e-05
0,CTGAN,10-5,5.430402234196663e-05
0,CTGAN,10-5,5.4355012252926826e-05
0,CTGAN,10-5,5.435408093035221e-05
0,CTGAN,10-5,5.4546864703297615e-05
0,CTGAN,10-5,5.797599442303181e-05
0,CTGAN,10-5,5.466700531542301e-05
0,CTGAN,10-5,5.420600064098835e-05
0,CTGAN,10-5,5.439505912363529e-05
0,CTGAN,10-5,5.4579926654696465e-05
0,CTGAN,10-5,5.450798198580742e-05
0,CTGAN,10-5,5.452614277601242e-05
0,CTGAN,10-5,5.460716784000397e-05
0,CTGAN,10-5,5.463091656565666e-05
0,CTGAN,10-5,5.446001887321472e-05
0,CTGAN,10-5,5.452986806631088e-05
0,CTGAN,10-5,5.586608313024044e-05
0,CTGAN,10-5,5.639786832034588e-05
0,CTGAN,10-5,5.580903962254524e-05
0,CTGAN,10-5,5.5731041356921196e-05
0,CTGAN,10-5,5.5827898904681206e-05
0,CTGAN,10-5,5.5507058277726173e-05
0,CTGAN,10-5,5.5317068472504616e-05
0,CTGAN,10-5,5.7595083490014076e-05
0,CTGAN,10-5,5.4724980145692825e-05
0,CTGAN,10-5,5.4579926654696465e-05
0,CTGAN,10-5,5.4351985454559326e-05
0,CTGAN,10-5,5.429191514849663e-05
0,CTGAN,10-5,5.425000563263893e-05
0,CTGAN,10-5,5.4385047405958176e-05
0,CTGAN,10-5,5.445210263133049e-05
0,CTGAN,10-5,5.446793511509895e-05
0,CTGAN,10-5,5.4298900067806244e-05
0,CTGAN,10-5,5.4421136155724525e-05
0,CTGAN,10-5,5.443207919597626e-05
0,CTGAN,10-5,5.549890920519829e-05
0,CTGAN,10-5,5.60712069272995e-05
0,CTGAN,10-5,5.570403300225735e-05
0,CTGAN,10-5,5.5280979722738266e-05
0,CTGAN,10-5,5.445396527647972e-05
0,CTGAN,10-5,5.45009970664978e-05
0,CTGAN,10-5,0.0001431677956134081
0,CTGAN,10-5,0.000149233965203166
0,CTGAN,10-5,6.189104169607162e-05
0,CTGAN,10-5,5.4199015721678734e-05
0,CTGAN,10-5,5.4274918511509895e-05
0,CTGAN,10-5,5.412288010120392e-05
0,CTGAN,10-5,5.446490831673145e-05
0,CTGAN,10-5,5.422113463282585e-05
0,CTGAN,10-5,5.4650940001010895e-05
0,CTGAN,10-5,5.428795702755451e-05
0,CTGAN,10-5,5.421810783445835e-05
0,CTGAN,10-5,5.430402234196663e-05
0,CTGAN,10-5,5.4028118029236794e-05
0,CTGAN,10-5,5.405303090810776e-05
0,CTGAN,10-5,5.4137082770466805e-05
0,CTGAN,10-5,5.9999991208314896e-05
0,CTGAN,10-5,5.4374104365706444e-05
0,CTGAN,10-5,5.398411303758621e-05
0,CTGAN,10-5,5.4175034165382385e-05
0,CTGAN,10-5,5.463394336402416e-05
0,CTGAN,10-5,5.5421143770217896e-05
0,CTGAN,10-5,5.5737094953656197e-05
0,CTGAN,10-5,5.568214692175388e-05
0,CTGAN,10-5,5.5077020078897476e-05
0,CTGAN,10-5,5.427282303571701e-05
0,CTGAN,10-5,5.449308082461357e-05
0,CTGAN,10-5,5.419994704425335e-05
0,CTGAN,10-5,5.415291525423527e-05
0,CTGAN,10-5,5.3925905376672745e-05
0,CTGAN,10-5,5.4001109674572945e-05
0,CTGAN,10-5,5.397596396505833e-05
0,CTGAN,10-5,5.404395051300526e-05
0,CTGAN,10-5,5.397689528763294e-05
0,CTGAN,10-5,6.149988621473312e-05
0,CTGAN,10-5,5.413801409304142e-05
0,CTGAN,10-5,5.381088703870773e-05
0,CTGAN,10-5,5.378713831305504e-05
0,CTGAN,10-5,5.385000258684158e-05
0,CTGAN,10-5,5.413498729467392e-05
0,CTGAN,10-5,5.410495214164257e-05
0,CTGAN,10-5,5.383603274822235e-05
0,CTGAN,10-5,5.3797150030732155e-05
0,CTGAN,10-5,5.389307625591755e-05
0,CTGAN,10-5,5.397805944085121e-05
0,CTGAN,10-5,5.41249755769968e-05
0,CTGAN,10-5,5.39079774171114e-05
0,CTGAN,10-5,5.4216012358665466e-05
0,CTGAN,10-5,5.3894007578492165e-05
0,CTGAN,10-5,5.4064905270934105e-05
0,CTGAN,10-5,5.4197851568460464e-05
0,CTGAN,10-5,5.4108910262584686e-05
0,CTGAN,10-5,5.733408033847809e-05
0,CTGAN,10-5,5.4165953770279884e-05
0,CTGAN,10-5,5.4402975365519524e-05
0,CTGAN,10-5,5.413196049630642e-05
0,CTGAN,10-5,5.3989002481102943e-05
0,CTGAN,10-5,5.4064905270934105e-05
0,CTGAN,10-5,5.418900400400162e-05
0,CTGAN,10-5,5.413917824625969e-05
0,CTGAN,10-5,5.4140808060765266e-05
0,CTGAN,10-5,5.3972937166690826e-05
0,CTGAN,10-5,5.384301766753197e-05
0,CTGAN,10-5,5.407491698861122e-05
0,CTGAN,10-5,5.401391535997391e-05
0,CTGAN,10-5,5.406211130321026e-05
0,CTGAN,10-5,5.418900400400162e-05
0,CTGAN,10-5,5.4040923714637756e-05
0,CTGAN,10-5,5.413196049630642e-05
0,CTGAN,10-5,5.4663047194480896e-05
0,CTGAN,10-5,5.655782297253609e-05
0,CTGAN,10-5,5.383300594985485e-05
0,CTGAN,10-5,5.410192534327507e-05
0,CTGAN,10-5,5.4134055972099304e-05
0,CTGAN,10-5,5.406094714999199e-05
0,CTGAN,10-5,5.402485840022564e-05
0,CTGAN,10-5,5.396408960223198e-05
0,CTGAN,10-5,5.398411303758621e-05
0,CTGAN,10-5,5.415594205260277e-05
0,CTGAN,10-5,5.450984463095665e-05
0,CTGAN,10-5,5.510495975613594e-05
0,CTGAN,10-5,5.5579934269189835e-05
0,CTGAN,10-5,5.542207509279251e-05
0,CTGAN,10-5,5.480693653225899e-05
0,CTGAN,10-5,5.416199564933777e-05
0,CTGAN,10-5,5.420180968940258e-05
0,CTGAN,10-5,5.418621003627777e-05
0,CTGAN,10-5,5.409005098044872e-05
0,CTGAN,10-5,5.6243035942316055e-05
0,CTGAN,10-5,5.3992029279470444e-05
0,CTGAN,10-5,5.416502244770527e-05
0,CTGAN,10-5,5.408306606113911e-05
0,CTGAN,10-5,5.436595529317856e-05
0,CTGAN,10-5,5.491194315254688e-05
0,CTGAN,10-5,5.431915633380413e-05
0,CTGAN,10-5,5.442695692181587e-05
0,CTGAN,10-5,5.4235104471445084e-05
0,CTGAN,10-5,5.404697731137276e-05
0,CTGAN,10-5,5.4233940318226814e-05
0,CTGAN,10-5,5.4169911891222e-05
0,CTGAN,10-5,5.420297384262085e-05
0,CTGAN,10-5,5.429214797914028e-05
0,CTGAN,10-5,5.3992029279470444e-05
0,CTGAN,10-5,5.407305434346199e-05
0,CTGAN,10-5,5.3971074521541595e-05
0,CTGAN,10-5,5.409703589975834e-05
0,CTGAN,10-5,5.401601083576679e-05
0,CTGAN,10-5,5.66970556974411e-05
0,CTGAN,10-5,5.405978299677372e-05
0,CTGAN,10-5,5.4348958656191826e-05
0,CTGAN,10-5,5.395617336034775e-05
0,CTGAN,10-5,5.4073985666036606e-05
0,CTGAN,10-5,5.403510294854641e-05
0,CTGAN,10-5,5.4195988923311234e-05
0,CTGAN,10-5,5.39110042154789e-05
0,CTGAN,10-5,5.403999239206314e-05
0,CTGAN,10-5,5.448400042951107e-05
0,CTGAN,10-5,5.392800085246563e-05
0,CTGAN,10-5,5.394499748945236e-05
0,CTGAN,10-5,5.404790863394737e-05
0,CTGAN,10-5,5.407980643212795e-05
0,CTGAN,10-5,5.391007289290428e-05
0,CTGAN,10-5,5.410192534327507e-05
0,CTGAN,10-5,5.430588498711586e-05
0,CTGAN,10-5,5.402904935181141e-05
0,CTGAN,10-5,5.662604235112667e-05
0,CTGAN,10-5,5.4060015827417374e-05
0,CTGAN,10-5,5.410495214164257e-05
0,CTGAN,10-5,5.433289334177971e-05
0,CTGAN,10-5,5.413987673819065e-05
0,CTGAN,10-5,5.397899076342583e-05
0,CTGAN,10-5,5.419505760073662e-05
0,CTGAN,10-5,5.3928932175040245e-05
0,CTGAN,10-5,5.391193553805351e-05
0,CTGAN,10-5,5.404301919043064e-05
0,CTGAN,10-5,5.4179923608899117e-05
0,CTGAN,10-5,5.3974101319909096e-05
0,CTGAN,10-5,5.407491698861122e-05
0,CTGAN,10-5,5.397386848926544e-05
0,CTGAN,10-5,5.4119154810905457e-05
0,CTGAN,10-5,5.414383485913277e-05
0,CTGAN,10-5,5.394499748945236e-05
0,CTGAN,10-5,5.4199015721678734e-05
0,CTGAN,10-5,5.697901360690594e-05
0,CTGAN,10-5,5.428306758403778e-05
0,CTGAN,10-5,5.4004834964871407e-05
0,CTGAN,10-5,5.394197069108486e-05
0,CTGAN,10-5,5.419994704425335e-05
0,CTGAN,10-5,5.408213473856449e-05
0,CTGAN,10-5,5.3924042731523514e-05
0,CTGAN,10-5,5.397596396505833e-05
0,CTGAN,10-5,5.406583659350872e-05
0,CTGAN,10-5,5.4034171625971794e-05
0,CTGAN,10-5,5.396897904574871e-05
0,CTGAN,10-5,5.405815318226814e-05
0,CTGAN,10-5,5.398085340857506e-05
0,CTGAN,10-5,5.3934985771775246e-05
0,CTGAN,10-5,5.394802428781986e-05
0,CTGAN,10-5,5.4001109674572945e-05
0,CTGAN,10-5,5.394313484430313e-05
0,CTGAN,10-5,5.396292544901371e-05
0,CTGAN,10-5,5.4042087867856026e-05
0,CTGAN,10-5,5.656201392412186e-05
0,CTGAN,10-5,5.411100573837757e-05
0,CTGAN,10-5,5.4001808166503906e-05
0,CTGAN,10-5,5.423719994723797e-05
0,CTGAN,10-5,5.452986806631088e-05
0,CTGAN,10-5,5.4873060435056686e-05
0,CTGAN,10-5,5.420297384262085e-05
0,CTGAN,10-5,7.879012264311314e-05
0,CTGAN,10-5,7.017911411821842e-05
0,CTGAN,10-5,5.5320095270872116e-05
0,CTGAN,10-5,5.475711077451706e-05
0,CTGAN,10-5,5.472893826663494e-05
0,CTGAN,10-5,5.4623931646347046e-05
0,CTGAN,10-5,5.4823001846671104e-05
0,CTGAN,10-5,5.4762931540608406e-05
0,CTGAN,10-5,5.481904372572899e-05
0,CTGAN,10-5,5.473010241985321e-05
0,CTGAN,10-5,5.832291208207607e-05
0,CTGAN,10-5,5.4622069001197815e-05
0,CTGAN,10-5,5.4774805903434753e-05
0,CTGAN,10-5,5.474104546010494e-05
0,CTGAN,10-5,5.4614851251244545e-05
0,CTGAN,10-5,5.446700379252434e-05
0,CTGAN,10-5,5.484907887876034e-05
0,CTGAN,10-5,5.4925912991166115e-05
0,CTGAN,10-5,5.446816794574261e-05
0,CTGAN,10-5,5.439994856715202e-05
0,CTGAN,10-5,5.461415275931358e-05
0,CTGAN,10-5,5.436595529317856e-05
0,CTGAN,10-5,5.454407073557377e-05
0,CTGAN,10-5,5.442998372018337e-05
0,CTGAN,10-5,5.4696109145879745e-05
0,CTGAN,10-5,5.457503721117973e-05
0,CTGAN,10-5,5.476991645991802e-05
0,CTGAN,10-5,5.474290810525417e-05
0,CTGAN,10-5,5.74430450797081e-05
0,CTGAN,10-5,5.472288466989994e-05
0,CTGAN,10-5,5.433405749499798e-05
0,CTGAN,10-5,5.4628122597932816e-05
0,CTGAN,10-5,5.486304871737957e-05
0,CTGAN,10-5,5.571916699409485e-05
0,CTGAN,10-5,5.5796001106500626e-05
0,CTGAN,10-5,5.548587068915367e-05
0,CTGAN,10-5,5.491403862833977e-05
0,CTGAN,10-5,5.398690700531006e-05
0,CTGAN,10-5,5.4091913625597954e-05
0,CTGAN,10-5,5.9309881180524826e-05
0,CTGAN,10-5,5.491194315254688e-05
0,CTGAN,10-5,5.4173870012164116e-05
0,CTGAN,10-5,5.441904067993164e-05
0,CTGAN,10-5,5.4378993809223175e-05
0,CTGAN,10-5,5.408213473856449e-05
0,CTGAN,10-5,5.448400042951107e-05
0,CTGAN,10-5,5.8641890063881874e-05
0,CTGAN,10-5,5.450192838907242e-05
0,CTGAN,10-5,5.417712964117527e-05
0,CTGAN,10-5,5.4646050557494164e-05
0,CTGAN,10-5,5.4285163059830666e-05
0,CTGAN,10-5,5.438900552690029e-05
0,CTGAN,10-5,5.4462114349007607e-05
0,CTGAN,10-5,5.4102158173918724e-05
0,CTGAN,10-5,5.425303243100643e-05
0,CTGAN,10-5,5.418900400400162e-05
0,CTGAN,10-5,5.4157804697752e-05
0,CTGAN,10-5,5.5039068683981895e-05
0,CTGAN,10-5,5.586305633187294e-05
0,CTGAN,10-5,5.534198135137558e-05
0,CTGAN,10-5,5.572405643761158e-05
0,CTGAN,10-5,5.506118759512901e-05
0,CTGAN,10-5,5.557318218052387e-05
0,CTGAN,10-5,5.5338023230433464e-05
0,CTGAN,10-5,5.877087824046612e-05
0,CTGAN,10-5,5.507981404662132e-05
0,CTGAN,10-5,5.4873060435056686e-05
0,CTGAN,10-5,5.5519863963127136e-05
0,CTGAN,10-5,6.118603050708771e-05
0,CTGAN,10-5,5.484605208039284e-05
0,CTGAN,10-5,5.506584420800209e-05
0,CTGAN,10-5,5.505001172423363e-05
0,CTGAN,10-5,5.4345931857824326e-05
0,CTGAN,10-5,5.490286275744438e-05
0,CTGAN,10-5,5.436595529317856e-05
0,CTGAN,10-5,5.446188151836395e-05
0,CTGAN,10-5,5.447911098599434e-05
0,CTGAN,10-5,5.4230913519859314e-05
0,CTGAN,10-5,5.438411608338356e-05
0,CTGAN,10-5,5.5119162425398827e-05
0,CTGAN,10-5,5.449308082461357e-05
0,CTGAN,10-5,5.4924050346016884e-05
0,CTGAN,10-5,5.764700472354889e-05
0,CTGAN,10-5,5.544419400393963e-05
0,CTGAN,10-5,5.578109994530678e-05
0,CTGAN,10-5,5.492684431374073e-05
0,CTGAN,10-5,5.518319085240364e-05
0,CTGAN,10-5,5.457410588860512e-05
0,CTGAN,10-5,5.500204861164093e-05
0,CTGAN,10-5,5.466584116220474e-05
0,CTGAN,10-5,5.4551986977458e-05
0,CTGAN,10-5,5.447515286505222e-05
0,CTGAN,10-5,5.4813921451568604e-05
0,CTGAN,10-5,5.440320819616318e-05
0,CTGAN,10-5,5.480693653225899e-05
0,CTGAN,10-5,5.510495975613594e-05
0,CTGAN,10-5,5.478900857269764e-05
0,CTGAN,10-5,5.495199002325535e-05
0,CTGAN,10-5,5.504884757101536e-05
0,CTGAN,10-5,5.430704914033413e-05
0,CTGAN,10-5,6.195600144565105e-05
0,CTGAN,10-5,5.4517993703484535e-05
0,CTGAN,10-5,5.4172007367014885e-05
0,CTGAN,10-5,5.4304953664541245e-05
0,CTGAN,10-5,5.4863980039954185e-05
0,CTGAN,10-5,5.474407225847244e-05
0,CTGAN,10-5,5.436409264802933e-05
0,CTGAN,10-5,5.4519856348633766e-05
0,CTGAN,10-5,5.4759206250309944e-05
0,CTGAN,10-5,5.496107041835785e-05
0,CTGAN,10-5,5.477899685502052e-05
0,CTGAN,10-5,5.433405749499798e-05
0,CTGAN,10-5,5.486607551574707e-05
0,CTGAN,10-5,5.533290095627308e-05
0,CTGAN,10-5,5.462602712213993e-05
0,CTGAN,10-5,5.4274918511509895e-05
0,CTGAN,10-5,5.5060023441910744e-05
0,CTGAN,10-5,5.468004383146763e-05
0,CTGAN,10-5,5.719717592000961e-05
0,CTGAN,10-5,5.4962001740932465e-05
0,CTGAN,10-5,5.489611066877842e-05
0,CTGAN,10-5,5.4081203415989876e-05
0,CTGAN,10-5,5.496293306350708e-05
0,CTGAN,10-5,5.506398156285286e-05
0,CTGAN,10-5,5.542906001210213e-05
0,CTGAN,10-5,5.5513111874461174e-05
0,CTGAN,10-5,5.503511056303978e-05
0,CTGAN,10-5,5.508912727236748e-05
0,CTGAN,10-5,5.4511940106749535e-05
0,CTGAN,10-5,5.473289638757706e-05
0,CTGAN,10-5,5.477713420987129e-05
0,CTGAN,10-5,5.493289791047573e-05
0,CTGAN,10-5,5.480600520968437e-05
0,CTGAN,10-5,5.490402691066265e-05
0,CTGAN,10-5,5.529401823878288e-05
0,CTGAN,10-5,5.454104393720627e-05
0,CTGAN,10-5,5.7419994845986366e-05
0,CTGAN,10-5,5.574710667133331e-05
0,CTGAN,10-5,5.4483069106936455e-05
0,CTGAN,10-5,5.473801866173744e-05
0,CTGAN,10-5,5.513802170753479e-05
0,CTGAN,10-5,5.511404015123844e-05
0,CTGAN,10-5,5.488097667694092e-05
0,CTGAN,10-5,5.476316437125206e-05
0,CTGAN,10-5,5.522719584405422e-05
0,CTGAN,10-5,5.482207052409649e-05
0,CTGAN,10-5,5.466397851705551e-05
0,CTGAN,10-5,5.512288771569729e-05
0,CTGAN,10-5,7.038307376205921e-05
0,CTGAN,10-5,6.512808613479137e-05
0,CTGAN,10-5,6.032292731106281e-05
0,CTGAN,10-5,6.427988409996033e-05
0,CTGAN,10-5,8.499994874000549e-05
0,CTGAN,10-5,5.944911390542984e-05
0,CTGAN,10-5,5.5667944252491e-05
0,CTGAN,10-5,5.4137082770466805e-05
0,CTGAN,10-5,5.3928932175040245e-05
0,CTGAN,10-5,5.4339878261089325e-05
0,CTGAN,10-5,5.535990931093693e-05
0,CTGAN,10-5,5.654711276292801e-05
0,CTGAN,10-5,5.6527089327573776e-05
0,CTGAN,10-5,5.505490116775036e-05
0,CTGAN,10-5,5.4660020396113396e-05
0,CTGAN,10-5,5.415501073002815e-05
0,CTGAN,10-5,5.425908602774143e-05
0,CTGAN,10-5,5.4265838116407394e-05
0,CTGAN,10-5,5.478598177433014e-05
0,CTGAN,10-5,5.414290353655815e-05
0,CTGAN,10-5,5.380180664360523e-05
0,CTGAN,10-5,5.42961061000824e-05
0,CTGAN,10-5,5.4287025704979897e-05
0,CTGAN,10-5,5.818693898618221e-05
0,CTGAN,10-5,5.425815470516682e-05
0,CTGAN,10-5,5.425605922937393e-05
0,CTGAN,10-5,5.402602255344391e-05
0,CTGAN,10-5,5.4033007472753525e-05
0,CTGAN,10-5,5.4513104259967804e-05
0,CTGAN,10-5,5.414104089140892e-05
0,CTGAN,10-5,5.4212985560297966e-05
0,CTGAN,10-5,5.379808135330677e-05
0,CTGAN,10-5,5.429796874523163e-05
0,CTGAN,10-5,5.4345931857824326e-05
0,CTGAN,10-5,5.4148025810718536e-05
0,CTGAN,10-5,5.390681326389313e-05
0,CTGAN,10-5,5.4131029173731804e-05
0,CTGAN,10-5,5.435408093035221e-05
0,CTGAN,10-5,5.3803203627467155e-05
0,CTGAN,10-5,5.3922878578305244e-05
0,CTGAN,10-5,5.3921015933156013e-05
0,CTGAN,10-5,0.0001411649864166975
0,CTGAN,10-5,0.00012696092016994953
0,CTGAN,10-5,5.536805838346481e-05
0,CTGAN,10-5,5.3969910368323326e-05
0,CTGAN,10-5,5.367002449929714e-05
0,CTGAN,10-5,5.388306453824043e-05
0,CTGAN,10-5,5.350401625037193e-05
0,CTGAN,10-5,5.366513505578041e-05
0,CTGAN,10-5,5.378900095820427e-05
0,CTGAN,10-5,5.378015339374542e-05
0,CTGAN,10-5,5.363998934626579e-05
0,CTGAN,10-5,5.424092523753643e-05
0,CTGAN,10-5,5.5323122069239616e-05
0,CTGAN,10-5,5.651102401316166e-05
0,CTGAN,10-5,5.605490878224373e-05
0,CTGAN,10-5,6.158603355288506e-05
0,CTGAN,10-5,5.461415275931358e-05
0,CTGAN,10-5,5.412404425442219e-05
0,CTGAN,10-5,5.3961994126439095e-05
0,CTGAN,10-5,5.390099249780178e-05
0,CTGAN,10-5,5.380110815167427e-05
0,CTGAN,10-5,5.390704609453678e-05
0,CTGAN,10-5,5.375407636165619e-05
0,CTGAN,10-5,5.3933123126626015e-05
