Model,Architecture,Device,Time_seconds
TVAE,"(10, 5)",CUDA,0.2761
TVAE,"(10, 5)",CUDA,0.3067
TVAE,"(10, 5)",CUDA,0.2878
TVAE,"(10, 5)",CUDA,0.279
TVAE,"(10, 5)",CUDA,0.3144
TVAE,"(10, 5)",CUDA,0.2978
TVAE,"(10, 5)",CUDA,0.3084
TVAE,"(10, 5)",CUDA,0.3324
TVAE,"(10, 5)",CUDA,0.2984
TVAE,"(10, 5)",CUDA,0.3239
TVAE,"(10, 5)",CUDA,0.3125
TVAE,"(10, 5)",CUDA,0.3308
TVAE,"(10, 5)",CUDA,0.2847
TVAE,"(10, 5)",CUDA,0.3025
TVAE,"(10, 5)",CUDA,0.3088
TVAE,"(10, 5)",CUDA,0.2773
TVAE,"(10, 5)",CUDA,0.3505
TVAE,"(10, 5)",CUDA,0.3195
TVAE,"(10, 5)",CUDA,0.3151
TVAE,"(10, 5)",CUDA,0.2847
TVAE,"(10, 5)",CUDA,0.277
TVAE,"(10, 5)",CUDA,0.2954
TVAE,"(10, 5)",CUDA,0.2745
TVAE,"(10, 5)",CUDA,0.2795
TVAE,"(10, 5)",CUDA,0.3203
TVAE,"(10, 5)",CUDA,0.3411
TVAE,"(10, 5)",CUDA,0.3105
TVAE,"(10, 5)",CUDA,0.3142
TVAE,"(10, 5)",CUDA,0.3094
TVAE,"(10, 5)",CUDA,0.2944
TVAE,"(10, 5)",CUDA,0.2827
TVAE,"(10, 5)",CUDA,0.3602
TVAE,"(10, 5)",CUDA,0.3084
TVAE,"(10, 5)",CUDA,0.2841
TVAE,"(10, 5)",CUDA,0.3175
TVAE,"(10, 5)",CUDA,0.2976
TVAE,"(10, 5)",CUDA,0.2835
TVAE,"(10, 5)",CUDA,0.3405
TVAE,"(10, 5)",CUDA,0.3165
TVAE,"(10, 5)",CUDA,0.3159
TVAE,"(10, 5)",CUDA,0.3137
TVAE,"(10, 5)",CUDA,0.3141
TVAE,"(10, 5)",CUDA,0.3099
TVAE,"(10, 5)",CUDA,0.2855
TVAE,"(10, 5)",CUDA,0.3229
TVAE,"(10, 5)",CUDA,0.3192
TVAE,"(10, 5)",CUDA,0.2811
TVAE,"(10, 5)",CUDA,0.3325
TVAE,"(10, 5)",CUDA,0.2971
TVAE,"(10, 5)",CUDA,0.2814
TVAE,"(10, 5)",CUDA,0.3047
TVAE,"(10, 5)",CUDA,0.2906
TVAE,"(10, 5)",CUDA,0.3141
TVAE,"(10, 5)",CUDA,0.31
TVAE,"(10, 5)",CUDA,0.3156
TVAE,"(10, 5)",CUDA,0.2885
TVAE,"(10, 5)",CUDA,0.3307
TVAE,"(10, 5)",CUDA,0.302
TVAE,"(10, 5)",CUDA,0.2674
TVAE,"(10, 5)",CUDA,0.266
TVAE,"(10, 5)",CUDA,0.2672
TVAE,"(10, 5)",CUDA,0.2964
TVAE,"(10, 5)",CUDA,0.2649
TVAE,"(10, 5)",CUDA,0.261
TVAE,"(10, 5)",CUDA,0.2974
TVAE,"(10, 5)",CUDA,0.2729
TVAE,"(10, 5)",CUDA,0.2538
TVAE,"(10, 5)",CUDA,0.3085
TVAE,"(10, 5)",CUDA,0.2881
TVAE,"(10, 5)",CUDA,0.3369
TVAE,"(10, 5)",CUDA,0.2664
TVAE,"(10, 5)",CUDA,0.2651
TVAE,"(10, 5)",CUDA,0.2461
TVAE,"(10, 5)",CUDA,0.2428
TVAE,"(10, 5)",CUDA,0.2452
TVAE,"(10, 5)",CUDA,0.2512
TVAE,"(10, 5)",CUDA,0.2674
TVAE,"(10, 5)",CUDA,0.2504
TVAE,"(10, 5)",CUDA,0.2504
TVAE,"(10, 5)",CUDA,0.2632
TVAE,"(10, 5)",CUDA,0.2628
TVAE,"(10, 5)",CUDA,0.2494
TVAE,"(10, 5)",CUDA,0.2499
TVAE,"(10, 5)",CUDA,0.2627
TVAE,"(10, 5)",CUDA,0.2567
TVAE,"(10, 5)",CUDA,0.2466
TVAE,"(10, 5)",CUDA,0.2442
TVAE,"(10, 5)",CUDA,0.2437
TVAE,"(10, 5)",CUDA,0.2717
TVAE,"(10, 5)",CUDA,0.2425
TVAE,"(10, 5)",CUDA,0.2448
TVAE,"(10, 5)",CUDA,0.2425
TVAE,"(10, 5)",CUDA,0.2655
TVAE,"(10, 5)",CUDA,0.2454
TVAE,"(10, 5)",CUDA,0.2456
TVAE,"(10, 5)",CUDA,0.2483
TVAE,"(10, 5)",CUDA,0.2774
TVAE,"(10, 5)",CUDA,0.2479
TVAE,"(10, 5)",CUDA,0.2508
TVAE,"(10, 5)",CUDA,0.2449
TVAE,"(10, 5)",CUDA,0.2789
TVAE,"(10, 5)",CUDA,0.2484
TVAE,"(10, 5)",CUDA,0.246
TVAE,"(10, 5)",CUDA,0.2401
TVAE,"(10, 5)",CUDA,0.271
TVAE,"(10, 5)",CUDA,0.2432
TVAE,"(10, 5)",CUDA,0.2447
TVAE,"(10, 5)",CUDA,0.2422
TVAE,"(10, 5)",CUDA,0.2832
TVAE,"(10, 5)",CUDA,0.2494
TVAE,"(10, 5)",CUDA,0.2499
TVAE,"(10, 5)",CUDA,0.2445
TVAE,"(10, 5)",CUDA,0.2704
TVAE,"(10, 5)",CUDA,0.241
TVAE,"(10, 5)",CUDA,0.244
TVAE,"(10, 5)",CUDA,0.2412
TVAE,"(10, 5)",CUDA,0.2674
TVAE,"(10, 5)",CUDA,0.2429
TVAE,"(10, 5)",CUDA,0.2427
TVAE,"(10, 5)",CUDA,0.2429
TVAE,"(10, 5)",CUDA,0.2749
TVAE,"(10, 5)",CUDA,0.2452
TVAE,"(10, 5)",CUDA,0.2495
TVAE,"(10, 5)",CUDA,0.2485
TVAE,"(10, 5)",CUDA,0.2809
TVAE,"(10, 5)",CUDA,0.2453
TVAE,"(10, 5)",CUDA,0.2458
TVAE,"(10, 5)",CUDA,0.2464
TVAE,"(10, 5)",CUDA,0.2745
TVAE,"(10, 5)",CUDA,0.2464
TVAE,"(10, 5)",CUDA,0.2449
TVAE,"(10, 5)",CUDA,0.247
TVAE,"(10, 5)",CUDA,0.2793
TVAE,"(10, 5)",CUDA,0.2477
TVAE,"(10, 5)",CUDA,0.2508
TVAE,"(10, 5)",CUDA,0.2468
TVAE,"(10, 5)",CUDA,0.273
TVAE,"(10, 5)",CUDA,0.2493
TVAE,"(10, 5)",CUDA,0.2465
TVAE,"(10, 5)",CUDA,0.2455
TVAE,"(10, 5)",CUDA,0.2659
TVAE,"(10, 5)",CUDA,0.2472
TVAE,"(10, 5)",CUDA,0.2452
TVAE,"(10, 5)",CUDA,0.2438
TVAE,"(10, 5)",CUDA,0.271
TVAE,"(10, 5)",CUDA,0.246
TVAE,"(10, 5)",CUDA,0.2457
TVAE,"(10, 5)",CUDA,0.2442
TVAE,"(10, 5)",CUDA,0.273
TVAE,"(10, 5)",CUDA,0.2415
TVAE,"(10, 5)",CUDA,0.2431
TVAE,"(10, 5)",CUDA,0.2488
TVAE,"(10, 5)",CUDA,0.274
TVAE,"(10, 5)",CUDA,0.2449
TVAE,"(10, 5)",CUDA,0.2492
TVAE,"(10, 5)",CUDA,0.2408
TVAE,"(10, 5)",CUDA,0.2696
TVAE,"(10, 5)",CUDA,0.246
TVAE,"(10, 5)",CUDA,0.2498
TVAE,"(10, 5)",CUDA,0.2488
TVAE,"(10, 5)",CUDA,0.2731
TVAE,"(10, 5)",CUDA,0.2525
TVAE,"(10, 5)",CUDA,0.2442
TVAE,"(10, 5)",CUDA,0.2416
TVAE,"(10, 5)",CUDA,0.2651
TVAE,"(10, 5)",CUDA,0.241
TVAE,"(10, 5)",CUDA,0.2411
TVAE,"(10, 5)",CUDA,0.2444
TVAE,"(10, 5)",CUDA,0.2689
TVAE,"(10, 5)",CUDA,0.2451
TVAE,"(10, 5)",CUDA,0.2466
TVAE,"(10, 5)",CUDA,0.2443
TVAE,"(10, 5)",CUDA,0.2652
TVAE,"(10, 5)",CUDA,0.2444
TVAE,"(10, 5)",CUDA,0.2439
TVAE,"(10, 5)",CUDA,0.2469
TVAE,"(10, 5)",CUDA,0.2744
TVAE,"(10, 5)",CUDA,0.2461
TVAE,"(10, 5)",CUDA,0.2442
TVAE,"(10, 5)",CUDA,0.2432
TVAE,"(10, 5)",CUDA,0.2667
TVAE,"(10, 5)",CUDA,0.2421
TVAE,"(10, 5)",CUDA,0.2432
TVAE,"(10, 5)",CUDA,0.2438
TVAE,"(10, 5)",CUDA,0.2689
TVAE,"(10, 5)",CUDA,0.2431
TVAE,"(10, 5)",CUDA,0.2429
TVAE,"(10, 5)",CUDA,0.2439
TVAE,"(10, 5)",CUDA,0.2676
TVAE,"(10, 5)",CUDA,0.2442
TVAE,"(10, 5)",CUDA,0.2457
TVAE,"(10, 5)",CUDA,0.2411
TVAE,"(10, 5)",CUDA,0.2738
TVAE,"(10, 5)",CUDA,0.2412
TVAE,"(10, 5)",CUDA,0.2459
TVAE,"(10, 5)",CUDA,0.2482
TVAE,"(10, 5)",CUDA,0.2757
TVAE,"(10, 5)",CUDA,0.2456
TVAE,"(10, 5)",CUDA,0.2429
TVAE,"(10, 5)",CUDA,0.2452
TVAE,"(10, 5)",CUDA,0.2602
TVAE,"(10, 5)",CUDA,0.2566
TVAE,"(10, 5)",CUDA,0.2479
TVAE,"(10, 5)",CUDA,0.247
TVAE,"(10, 5)",CUDA,0.277
TVAE,"(10, 5)",CUDA,0.2524
TVAE,"(10, 5)",CUDA,0.2455
TVAE,"(10, 5)",CUDA,0.2436
TVAE,"(10, 5)",CUDA,0.2755
TVAE,"(10, 5)",CUDA,0.2462
TVAE,"(10, 5)",CUDA,0.2477
TVAE,"(10, 5)",CUDA,0.246
TVAE,"(10, 5)",CUDA,0.2691
TVAE,"(10, 5)",CUDA,0.246
TVAE,"(10, 5)",CUDA,0.2449
TVAE,"(10, 5)",CUDA,0.2469
TVAE,"(10, 5)",CUDA,0.2727
TVAE,"(10, 5)",CUDA,0.2464
TVAE,"(10, 5)",CUDA,0.2431
TVAE,"(10, 5)",CUDA,0.2422
TVAE,"(10, 5)",CUDA,0.2701
TVAE,"(10, 5)",CUDA,0.2471
TVAE,"(10, 5)",CUDA,0.2476
TVAE,"(10, 5)",CUDA,0.2499
TVAE,"(10, 5)",CUDA,0.2745
TVAE,"(10, 5)",CUDA,0.2463
TVAE,"(10, 5)",CUDA,0.2505
TVAE,"(10, 5)",CUDA,0.253
TVAE,"(10, 5)",CUDA,0.2757
TVAE,"(10, 5)",CUDA,0.2503
TVAE,"(10, 5)",CUDA,0.2504
TVAE,"(10, 5)",CUDA,0.2468
TVAE,"(10, 5)",CUDA,0.2822
TVAE,"(10, 5)",CUDA,0.2453
TVAE,"(10, 5)",CUDA,0.2431
TVAE,"(10, 5)",CUDA,0.2459
TVAE,"(10, 5)",CUDA,0.2662
TVAE,"(10, 5)",CUDA,0.244
TVAE,"(10, 5)",CUDA,0.243
TVAE,"(10, 5)",CUDA,0.2418
TVAE,"(10, 5)",CUDA,0.273
TVAE,"(10, 5)",CUDA,0.2422
TVAE,"(10, 5)",CUDA,0.2481
TVAE,"(10, 5)",CUDA,0.2494
TVAE,"(10, 5)",CUDA,0.2734
TVAE,"(10, 5)",CUDA,0.2506
TVAE,"(10, 5)",CUDA,0.2433
TVAE,"(10, 5)",CUDA,0.2425
TVAE,"(10, 5)",CUDA,0.2801
TVAE,"(10, 5)",CUDA,0.2385
TVAE,"(10, 5)",CUDA,0.2407
TVAE,"(10, 5)",CUDA,0.2436
TVAE,"(10, 5)",CUDA,0.2494
TVAE,"(10, 5)",CUDA,0.2688
TVAE,"(10, 5)",CUDA,0.2411
TVAE,"(10, 5)",CUDA,0.2453
TVAE,"(10, 5)",CUDA,0.2495
TVAE,"(10, 5)",CUDA,0.2716
TVAE,"(10, 5)",CUDA,0.2478
TVAE,"(10, 5)",CUDA,0.2468
TVAE,"(10, 5)",CUDA,0.2439
TVAE,"(10, 5)",CUDA,0.2703
TVAE,"(10, 5)",CUDA,0.2488
TVAE,"(10, 5)",CUDA,0.2391
TVAE,"(10, 5)",CUDA,0.2406
TVAE,"(10, 5)",CUDA,0.2668
TVAE,"(10, 5)",CUDA,0.2403
TVAE,"(10, 5)",CUDA,0.2412
TVAE,"(10, 5)",CUDA,0.2433
TVAE,"(10, 5)",CUDA,0.2686
TVAE,"(10, 5)",CUDA,0.2529
TVAE,"(10, 5)",CUDA,0.2513
TVAE,"(10, 5)",CUDA,0.2499
TVAE,"(10, 5)",CUDA,0.2749
TVAE,"(10, 5)",CUDA,0.2424
TVAE,"(10, 5)",CUDA,0.2478
TVAE,"(10, 5)",CUDA,0.2432
TVAE,"(10, 5)",CUDA,0.2697
TVAE,"(10, 5)",CUDA,0.245
TVAE,"(10, 5)",CUDA,0.2492
TVAE,"(10, 5)",CUDA,0.2453
TVAE,"(10, 5)",CUDA,0.2677
TVAE,"(10, 5)",CUDA,0.2417
TVAE,"(10, 5)",CUDA,0.2446
TVAE,"(10, 5)",CUDA,0.2421
TVAE,"(10, 5)",CUDA,0.272
TVAE,"(10, 5)",CUDA,0.2436
TVAE,"(10, 5)",CUDA,0.2453
TVAE,"(10, 5)",CUDA,0.246
TVAE,"(10, 5)",CUDA,0.2729
TVAE,"(10, 5)",CUDA,0.2445
TVAE,"(10, 5)",CUDA,0.246
TVAE,"(10, 5)",CUDA,0.2455
TVAE,"(10, 5)",CUDA,0.2813
TVAE,"(10, 5)",CUDA,0.2427
TVAE,"(10, 5)",CUDA,0.2427
TVAE,"(10, 5)",CUDA,0.2425
TVAE,"(10, 5)",CUDA,0.2667
TVAE,"(10, 5)",CUDA,0.2481
TVAE,"(10, 5)",CUDA,0.2482
TVAE,"(10, 5)",CUDA,0.2432
TVAE,"(10, 5)",CUDA,0.265
TVAE,"(10, 5)",CUDA,0.2468
TVAE,"(10, 5)",CUDA,0.2675
TVAE,"(10, 5)",CUDA,0.2501
TVAE,"(10, 5)",CUDA,0.2744
TVAE,"(10, 5)",CUDA,0.2424
TVAE,"(10, 5)",CUDA,0.2445
TVAE,"(10, 5)",CUDA,0.2542
TVAE,"(10, 5)",CUDA,0.2729
TVAE,"(10, 5)",CUDA,0.2465
TVAE,"(10, 5)",CUDA,0.2545
TVAE,"(10, 5)",CUDA,0.2428
TVAE,"(10, 5)",CUDA,0.2685
TVAE,"(10, 5)",CUDA,0.2481
TVAE,"(10, 5)",CUDA,0.2495
TVAE,"(10, 5)",CUDA,0.2466
TVAE,"(10, 5)",CUDA,0.2657
TVAE,"(10, 5)",CUDA,0.2434
TVAE,"(10, 5)",CUDA,0.2446
TVAE,"(10, 5)",CUDA,0.2465
TVAE,"(10, 5)",CUDA,0.272
TVAE,"(10, 5)",CUDA,0.241
TVAE,"(10, 5)",CUDA,0.2411
TVAE,"(10, 5)",CUDA,0.2423
TVAE,"(10, 5)",CUDA,0.2645
TVAE,"(10, 5)",CUDA,0.2487
TVAE,"(10, 5)",CUDA,0.2478
TVAE,"(10, 5)",CUDA,0.2444
TVAE,"(10, 5)",CUDA,0.2653
TVAE,"(10, 5)",CUDA,0.2458
TVAE,"(10, 5)",CUDA,0.2509
TVAE,"(10, 5)",CUDA,0.2419
TVAE,"(10, 5)",CUDA,0.273
TVAE,"(10, 5)",CUDA,0.2448
TVAE,"(10, 5)",CUDA,0.2465
TVAE,"(10, 5)",CUDA,0.2443
TVAE,"(10, 5)",CUDA,0.2721
TVAE,"(10, 5)",CUDA,0.2483
TVAE,"(10, 5)",CUDA,0.2466
TVAE,"(10, 5)",CUDA,0.244
TVAE,"(10, 5)",CUDA,0.2659
TVAE,"(10, 5)",CUDA,0.2438
TVAE,"(10, 5)",CUDA,0.2429
TVAE,"(10, 5)",CUDA,0.2423
TVAE,"(10, 5)",CUDA,0.2709
TVAE,"(10, 5)",CUDA,0.2447
TVAE,"(10, 5)",CUDA,0.2455
TVAE,"(10, 5)",CUDA,0.2426
TVAE,"(10, 5)",CUDA,0.2709
TVAE,"(10, 5)",CUDA,0.2457
TVAE,"(10, 5)",CUDA,0.2557
TVAE,"(10, 5)",CUDA,0.2457
TVAE,"(10, 5)",CUDA,0.2665
TVAE,"(10, 5)",CUDA,0.2507
TVAE,"(10, 5)",CUDA,0.2415
TVAE,"(10, 5)",CUDA,0.2652
TVAE,"(10, 5)",CUDA,0.2737
TVAE,"(10, 5)",CUDA,0.2429
TVAE,"(10, 5)",CUDA,0.2472
TVAE,"(10, 5)",CUDA,0.2434
TVAE,"(10, 5)",CUDA,0.2717
TVAE,"(10, 5)",CUDA,0.2458
TVAE,"(10, 5)",CUDA,0.2445
TVAE,"(10, 5)",CUDA,0.2411
TVAE,"(10, 5)",CUDA,0.2594
TVAE,"(10, 5)",CUDA,0.2521
TVAE,"(10, 5)",CUDA,0.2434
TVAE,"(10, 5)",CUDA,0.2411
TVAE,"(10, 5)",CUDA,0.2424
TVAE,"(10, 5)",CUDA,0.2681
TVAE,"(10, 5)",CUDA,0.2453
TVAE,"(10, 5)",CUDA,0.2485
TVAE,"(10, 5)",CUDA,0.2467
TVAE,"(10, 5)",CUDA,0.2698
TVAE,"(10, 5)",CUDA,0.2481
TVAE,"(10, 5)",CUDA,0.2437
TVAE,"(10, 5)",CUDA,0.2466
TVAE,"(10, 5)",CUDA,0.2704
TVAE,"(10, 5)",CUDA,0.2493
TVAE,"(10, 5)",CUDA,0.2442
TVAE,"(10, 5)",CUDA,0.2473
TVAE,"(10, 5)",CUDA,0.272
TVAE,"(10, 5)",CUDA,0.2511
