symbolic_formula,modelo,arquitectura,tiempo
0,CTGAN,24-12,0.0005020368844270706
0,CTGAN,24-12,0.0005379030480980873
0,CTGAN,24-12,0.0005018869414925575
0,CTGAN,24-12,0.0005348720587790012
0,CTGAN,24-12,0.0005014508496969938
0,CTGAN,24-12,0.000533931190147996
0,CTGAN,24-12,0.0005302759818732738
0,CTGAN,24-12,0.000536592910066247
0,CTGAN,24-12,0.0005003400146961212
0,CTGAN,24-12,0.0005391519516706467
0,CTGAN,24-12,0.0005247460212558508
0,CTGAN,24-12,0.0006478689610958099
0,CTGAN,24-12,0.0006241269875317812
0,CTGAN,24-12,0.0005000510718673468
0,CTGAN,24-12,0.0005335959140211344
0,CTGAN,24-12,0.000499645946547389
0,CTGAN,24-12,0.0005371649749577045
0,CTGAN,24-12,0.0005368550773710012
0,CTGAN,24-12,0.0005296019371598959
0,CTGAN,24-12,0.0005553960800170898
0,CTGAN,24-12,0.0005514589138329029
0,CTGAN,24-12,0.0005013849586248398
0,CTGAN,24-12,0.0005727082025259733
0,CTGAN,24-12,0.0005006110295653343
0,CTGAN,24-12,0.0005765070673078299
0,CTGAN,24-12,0.0005239779129624367
0,CTGAN,24-12,0.0005173978861421347
0,CTGAN,24-12,0.0005754078738391399
0,CTGAN,24-12,0.0005371849983930588
0,CTGAN,24-12,0.0006363638676702976
0,CTGAN,24-12,0.0005764539819210768
0,CTGAN,24-12,0.0005472300108522177
0,CTGAN,24-12,0.000514474930241704
0,CTGAN,24-12,0.0005586401093751192
0,CTGAN,24-12,0.0005477720405906439
0,CTGAN,24-12,0.0005638098809868097
0,CTGAN,24-12,0.0005343242082744837
0,CTGAN,24-12,0.0005163419991731644
0,CTGAN,24-12,0.0005181059241294861
0,CTGAN,24-12,0.0005153799429535866
0,CTGAN,24-12,0.0005593758542090654
0,CTGAN,24-12,0.0005200710147619247
0,CTGAN,24-12,0.0005403019022196531
0,CTGAN,24-12,0.0004999751690775156
0,CTGAN,24-12,0.0005930240731686354
0,CTGAN,24-12,0.0005022077821195126
0,CTGAN,24-12,0.0005662438925355673
0,CTGAN,24-12,0.0005515487864613533
0,CTGAN,24-12,0.0005353190936148167
0,CTGAN,24-12,0.0005519730038940907
0,CTGAN,24-12,0.0005490579642355442
0,CTGAN,24-12,0.0005398448556661606
0,CTGAN,24-12,0.000500665046274662
0,CTGAN,24-12,0.0005381109658628702
0,CTGAN,24-12,0.0005003700498491526
0,CTGAN,24-12,0.0005741789937019348
0,CTGAN,24-12,0.0005273451097309589
0,CTGAN,24-12,0.0005545099265873432
0,CTGAN,24-12,0.0005097659304738045
0,CTGAN,24-12,0.0005533469375222921
0,CTGAN,24-12,0.0005579411517828703
0,CTGAN,24-12,0.0005277669988572598
0,CTGAN,24-12,0.0005334049928933382
0,CTGAN,24-12,0.0005133969243615866
0,CTGAN,24-12,0.0006028581410646439
0,CTGAN,24-12,0.000513231847435236
0,CTGAN,24-12,0.000517890090122819
0,CTGAN,24-12,0.0005122171714901924
0,CTGAN,24-12,0.0005169440992176533
0,CTGAN,24-12,0.0005122660659253597
0,CTGAN,24-12,0.0005184269975870848
0,CTGAN,24-12,0.0005127850454300642
0,CTGAN,24-12,0.0005176539998501539
0,CTGAN,24-12,0.0005120090208947659
0,CTGAN,24-12,0.0005180179141461849
0,CTGAN,24-12,0.0005125799216330051
0,CTGAN,24-12,0.0005175389815121889
0,CTGAN,24-12,0.0005119421985000372
0,CTGAN,24-12,0.0005174370016902685
0,CTGAN,24-12,0.0005120958667248487
0,CTGAN,24-12,0.0005433789920061827
0,CTGAN,24-12,0.0005450991448014975
0,CTGAN,24-12,0.000538473017513752
0,CTGAN,24-12,0.0005473538767546415
0,CTGAN,24-12,0.0005085468292236328
0,CTGAN,24-12,0.0005436830688267946
0,CTGAN,24-12,0.0005079351831227541
0,CTGAN,24-12,0.0005350939463824034
0,CTGAN,24-12,0.0004998929798603058
0,CTGAN,24-12,0.0005356788169592619
0,CTGAN,24-12,0.0005000380333513021
0,CTGAN,24-12,0.0005356329493224621
0,CTGAN,24-12,0.0004997509531676769
0,CTGAN,24-12,0.0005338711198419333
0,CTGAN,24-12,0.000498343026265502
0,CTGAN,24-12,0.0005329439882189035
0,CTGAN,24-12,0.0005002620164304972
0,CTGAN,24-12,0.0006713040638715029
0,CTGAN,24-12,0.0005234719719737768
0,CTGAN,24-12,0.0005757289472967386
0,CTGAN,24-12,0.0005393859464675188
0,CTGAN,24-12,0.000501022906973958
0,CTGAN,24-12,0.0005340431816875935
0,CTGAN,24-12,0.0005008850712329149
0,CTGAN,24-12,0.0005350729916244745
0,CTGAN,24-12,0.0005005390848964453
0,CTGAN,24-12,0.0005330671556293964
0,CTGAN,24-12,0.0004998571239411831
0,CTGAN,24-12,0.0005330890417098999
0,CTGAN,24-12,0.000501004047691822
0,CTGAN,24-12,0.0005343148950487375
0,CTGAN,24-12,0.000501028960570693
0,CTGAN,24-12,0.000533960061147809
0,CTGAN,24-12,0.0005003970582038164
0,CTGAN,24-12,0.0005335679743438959
0,CTGAN,24-12,0.000514894025400281
0,CTGAN,24-12,0.0005333588924258947
0,CTGAN,24-12,0.0007542930543422699
0,CTGAN,24-12,0.000499797984957695
0,CTGAN,24-12,0.0005381109658628702
0,CTGAN,24-12,0.0004992149770259857
0,CTGAN,24-12,0.0005323709920048714
0,CTGAN,24-12,0.0005026350263506174
0,CTGAN,24-12,0.0005455550272017717
0,CTGAN,24-12,0.0005094369407743216
0,CTGAN,24-12,0.0005429110024124384
0,CTGAN,24-12,0.0005066550802439451
0,CTGAN,24-12,0.0005348220001906157
0,CTGAN,24-12,0.0004990231245756149
0,CTGAN,24-12,0.000531529076397419
0,CTGAN,24-12,0.000498834066092968
0,CTGAN,24-12,0.0005353568121790886
0,CTGAN,24-12,0.0006768109742552042
0,CTGAN,24-12,0.000501485075801611
0,CTGAN,24-12,0.0006296790670603514
0,CTGAN,24-12,0.0005022420082241297
0,CTGAN,24-12,0.0005345740355551243
0,CTGAN,24-12,0.0005005779676139355
0,CTGAN,24-12,0.0005355628672987223
0,CTGAN,24-12,0.0005003588739782572
0,CTGAN,24-12,0.0005335358437150717
0,CTGAN,24-12,0.0005000261589884758
0,CTGAN,24-12,0.0005352599546313286
0,CTGAN,24-12,0.000500817084684968
0,CTGAN,24-12,0.0005333330482244492
0,CTGAN,24-12,0.0006215290632098913
0,CTGAN,24-12,0.0004971190355718136
0,CTGAN,24-12,0.0005302019417285919
0,CTGAN,24-12,0.0004966759588569403
0,CTGAN,24-12,0.0005488160531967878
0,CTGAN,24-12,0.0004999970551580191
0,CTGAN,24-12,0.0006171409040689468
0,CTGAN,24-12,0.0005161180160939693
0,CTGAN,24-12,0.0005370539147406816
0,CTGAN,24-12,0.0005008338484913111
0,CTGAN,24-12,0.0005338459741324186
0,CTGAN,24-12,0.0005004641134291887
0,CTGAN,24-12,0.0005355100147426128
0,CTGAN,24-12,0.0005000699311494827
0,CTGAN,24-12,0.0005352830048650503
0,CTGAN,24-12,0.0005087608005851507
0,CTGAN,24-12,0.0005427501164376736
0,CTGAN,24-12,0.0005423650145530701
0,CTGAN,24-12,0.0005074958316981792
0,CTGAN,24-12,0.0005266440566629171
0,CTGAN,24-12,0.0005169520154595375
0,CTGAN,24-12,0.0005346850957721472
0,CTGAN,24-12,0.0005147769115865231
0,CTGAN,24-12,0.0005347090773284435
0,CTGAN,24-12,0.0005621870514005423
0,CTGAN,24-12,0.0005339321214705706
0,CTGAN,24-12,0.0005005940329283476
0,CTGAN,24-12,0.0005376948975026608
0,CTGAN,24-12,0.0004991700407117605
0,CTGAN,24-12,0.0005353640299290419
0,CTGAN,24-12,0.0005015770439058542
0,CTGAN,24-12,0.0005334881134331226
0,CTGAN,24-12,0.0004995998460799456
0,CTGAN,24-12,0.0005322389770299196
0,CTGAN,24-12,0.0004994841292500496
0,CTGAN,24-12,0.0005374690517783165
0,CTGAN,24-12,0.0005198649596422911
0,CTGAN,24-12,0.0005135219544172287
0,CTGAN,24-12,0.0005355330649763346
0,CTGAN,24-12,0.0004997970536351204
0,CTGAN,24-12,0.0005473000928759575
0,CTGAN,24-12,0.0004996559582650661
0,CTGAN,24-12,0.0006762088742107153
0,CTGAN,24-12,0.0005004680715501308
0,CTGAN,24-12,0.0005322659853845835
0,CTGAN,24-12,0.0004997209180146456
0,CTGAN,24-12,0.0005313230212777853
0,CTGAN,24-12,0.0005012480542063713
0,CTGAN,24-12,0.0005325749516487122
0,CTGAN,24-12,0.0005004529375582933
0,CTGAN,24-12,0.0005372159648686647
0,CTGAN,24-12,0.0005011910106986761
0,CTGAN,24-12,0.0005336159374564886
0,CTGAN,24-12,0.0004996799398213625
0,CTGAN,24-12,0.0005358499474823475
0,CTGAN,24-12,0.0005194779951125383
0,CTGAN,24-12,0.0005130758509039879
0,CTGAN,24-12,0.0006149290129542351
0,CTGAN,24-12,0.0004998689983040094
0,CTGAN,24-12,0.0005812470335513353
0,CTGAN,24-12,0.0004993928596377373
0,CTGAN,24-12,0.0005403610412031412
0,CTGAN,24-12,0.0005102709401398897
0,CTGAN,24-12,0.0005427731666713953
0,CTGAN,24-12,0.0005103640723973513
0,CTGAN,24-12,0.0005448029842227697
0,CTGAN,24-12,0.0005001639947295189
0,CTGAN,24-12,0.0005324669182300568
0,CTGAN,24-12,0.0004993740003556013
0,CTGAN,24-12,0.0005347030237317085
0,CTGAN,24-12,0.0004995509516447783
0,CTGAN,24-12,0.0005328820552676916
0,CTGAN,24-12,0.0004996100906282663
0,CTGAN,24-12,0.0005325530655682087
0,CTGAN,24-12,0.0005913409404456615
0,CTGAN,24-12,0.0005467310547828674
0,CTGAN,24-12,0.0006973529234528542
0,CTGAN,24-12,0.0005326580721884966
0,CTGAN,24-12,0.0005338278133422136
0,CTGAN,24-12,0.0004997439682483673
0,CTGAN,24-12,0.0005340410862118006
0,CTGAN,24-12,0.0004965569823980331
0,CTGAN,24-12,0.000529055017977953
0,CTGAN,24-12,0.0004968021530658007
0,CTGAN,24-12,0.000532225938513875
0,CTGAN,24-12,0.0005173347890377045
0,CTGAN,24-12,0.0005103449802845716
0,CTGAN,24-12,0.0005315160378813744
0,CTGAN,24-12,0.0004978259094059467
0,CTGAN,24-12,0.0005300529301166534
0,CTGAN,24-12,0.000496838940307498
0,CTGAN,24-12,0.0005320708733052015
0,CTGAN,24-12,0.000513134989887476
0,CTGAN,24-12,0.0005339060444384813
0,CTGAN,24-12,0.0005312040448188782
0,CTGAN,24-12,0.0006184431258589029
0,CTGAN,24-12,0.0004977830685675144
0,CTGAN,24-12,0.0005306480452418327
0,CTGAN,24-12,0.0004974061157554388
0,CTGAN,24-12,0.0005350809078663588
0,CTGAN,24-12,0.0004998338408768177
0,CTGAN,24-12,0.0005335949826985598
0,CTGAN,24-12,0.0004995600320398808
0,CTGAN,24-12,0.0005371060688048601
0,CTGAN,24-12,0.0004993749316781759
0,CTGAN,24-12,0.0005330189596861601
0,CTGAN,24-12,0.0005194980185478926
0,CTGAN,24-12,0.000512273982167244
0,CTGAN,24-12,0.0005353160668164492
0,CTGAN,24-12,0.0004992838948965073
0,CTGAN,24-12,0.0005836309865117073
0,CTGAN,24-12,0.0005145980976521969
0,CTGAN,24-12,0.0005350019782781601
0,CTGAN,24-12,0.0005002887919545174
0,CTGAN,24-12,0.0005347540136426687
0,CTGAN,24-12,0.0005004680715501308
0,CTGAN,24-12,0.0005332878790795803
0,CTGAN,24-12,0.000500338152050972
0,CTGAN,24-12,0.0005354059394448996
0,CTGAN,24-12,0.000500587048009038
0,CTGAN,24-12,0.0005351509898900986
0,CTGAN,24-12,0.0005005109123885632
0,CTGAN,24-12,0.0005334350280463696
0,CTGAN,24-12,0.000500441063195467
0,CTGAN,24-12,0.0005329649429768324
0,CTGAN,24-12,0.000500658992677927
0,CTGAN,24-12,0.0006250860169529915
0,CTGAN,24-12,0.0006445569451898336
0,CTGAN,24-12,0.0005679330788552761
0,CTGAN,24-12,0.0005351298023015261
0,CTGAN,24-12,0.0005011879839003086
0,CTGAN,24-12,0.0005336420144885778
0,CTGAN,24-12,0.0005010829772800207
0,CTGAN,24-12,0.0005399540532380342
0,CTGAN,24-12,0.00051299505867064
0,CTGAN,24-12,0.0005462600383907557
0,CTGAN,24-12,0.0005117328837513924
0,CTGAN,24-12,0.0005427671130746603
0,CTGAN,24-12,0.0005207820795476437
0,CTGAN,24-12,0.0005142530426383018
0,CTGAN,24-12,0.0005212579853832722
0,CTGAN,24-12,0.0005128541961312294
0,CTGAN,24-12,0.0005349619314074516
0,CTGAN,24-12,0.0005132940132170916
0,CTGAN,24-12,0.0005353931337594986
0,CTGAN,24-12,0.0005467301234602928
0,CTGAN,24-12,0.0005461990367621183
0,CTGAN,24-12,0.000500319991260767
0,CTGAN,24-12,0.0005337910261005163
0,CTGAN,24-12,0.0004994231276214123
0,CTGAN,24-12,0.0005409580189734697
0,CTGAN,24-12,0.0005000168457627296
0,CTGAN,24-12,0.0005335409659892321
0,CTGAN,24-12,0.0004998268559575081
0,CTGAN,24-12,0.0005338590126484632
0,CTGAN,24-12,0.0004994790069758892
0,CTGAN,24-12,0.0005372061859816313
0,CTGAN,24-12,0.0004992249887436628
0,CTGAN,24-12,0.0005335269961506128
0,CTGAN,24-12,0.0004993709735572338
0,CTGAN,24-12,0.0005351051222532988
0,CTGAN,24-12,0.0005338049959391356
0,CTGAN,24-12,0.0005133780650794506
0,CTGAN,24-12,0.0006714900955557823
0,CTGAN,24-12,0.0005010380409657955
0,CTGAN,24-12,0.000534342136234045
0,CTGAN,24-12,0.0005015160422772169
0,CTGAN,24-12,0.0005397691857069731
0,CTGAN,24-12,0.0005002848338335752
0,CTGAN,24-12,0.0005347819533199072
0,CTGAN,24-12,0.000500798923894763
0,CTGAN,24-12,0.0005355461034923792
0,CTGAN,24-12,0.0004998031072318554
0,CTGAN,24-12,0.000533730024471879
0,CTGAN,24-12,0.0004994291812181473
0,CTGAN,24-12,0.0005319500342011452
0,CTGAN,24-12,0.0005001011304557323
0,CTGAN,24-12,0.0005357759073376656
0,CTGAN,24-12,0.0004996969364583492
0,CTGAN,24-12,0.0005539231933653355
0,CTGAN,24-12,0.0005340271163731813
0,CTGAN,24-12,0.0005339388735592365
0,CTGAN,24-12,0.0005371491424739361
0,CTGAN,24-12,0.000501374015584588
0,CTGAN,24-12,0.0005377568304538727
0,CTGAN,24-12,0.000499968882650137
0,CTGAN,24-12,0.0005369228310883045
0,CTGAN,24-12,0.0005002489779144526
0,CTGAN,24-12,0.0005332359578460455
0,CTGAN,24-12,0.0005003171972930431
0,CTGAN,24-12,0.0005322371143847704
0,CTGAN,24-12,0.0005000748205929995
0,CTGAN,24-12,0.0005320259369909763
0,CTGAN,24-12,0.0005003248807042837
0,CTGAN,24-12,0.0005361819639801979
0,CTGAN,24-12,0.000499446876347065
0,CTGAN,24-12,0.0006706828717142344
0,CTGAN,24-12,0.0005207881331443787
0,CTGAN,24-12,0.0005745410453528166
0,CTGAN,24-12,0.0005374120082706213
0,CTGAN,24-12,0.0005010650493204594
0,CTGAN,24-12,0.0005379868671298027
0,CTGAN,24-12,0.000501143978908658
0,CTGAN,24-12,0.0005349100101739168
0,CTGAN,24-12,0.000500397989526391
0,CTGAN,24-12,0.0005337779875844717
0,CTGAN,24-12,0.00050013093277812
0,CTGAN,24-12,0.0005361551884561777
0,CTGAN,24-12,0.000511751975864172
0,CTGAN,24-12,0.0005445079877972603
0,CTGAN,24-12,0.0005107689648866653
0,CTGAN,24-12,0.0005447450093924999
0,CTGAN,24-12,0.00050025200471282
0,CTGAN,24-12,0.00053421501070261
0,CTGAN,24-12,0.0005165378097444773
0,CTGAN,24-12,0.0005366757977753878
0,CTGAN,24-12,0.0007608809974044561
0,CTGAN,24-12,0.0005018410738557577
0,CTGAN,24-12,0.0005303570069372654
0,CTGAN,24-12,0.0005121459253132343
0,CTGAN,24-12,0.0005241250619292259
0,CTGAN,24-12,0.000501246890053153
0,CTGAN,24-12,0.0005367579869925976
0,CTGAN,24-12,0.0005010839086025953
0,CTGAN,24-12,0.0005372210871428251
0,CTGAN,24-12,0.0005016049835830927
0,CTGAN,24-12,0.0005348159465938807
0,CTGAN,24-12,0.0005019220989197493
0,CTGAN,24-12,0.0005343949887901545
0,CTGAN,24-12,0.0005056639201939106
0,CTGAN,24-12,0.0005293379072099924
0,CTGAN,24-12,0.0006837630644440651
0,CTGAN,24-12,0.0005034368950873613
0,CTGAN,24-12,0.0006355959922075272
0,CTGAN,24-12,0.0005022578407078981
0,CTGAN,24-12,0.0005331379361450672
0,CTGAN,24-12,0.0004996191710233688
0,CTGAN,24-12,0.0005321628414094448
0,CTGAN,24-12,0.0005005791317671537
0,CTGAN,24-12,0.0005340278148651123
0,CTGAN,24-12,0.0004999630618840456
0,CTGAN,24-12,0.0005348639097064734
0,CTGAN,24-12,0.0005188309587538242
0,CTGAN,24-12,0.0005145480390638113
0,CTGAN,24-12,0.0005306960083544254
0,CTGAN,24-12,0.0004991129972040653
0,CTGAN,24-12,0.000502545852214098
0,CTGAN,24-12,0.0004992969334125519
0,CTGAN,24-12,0.0005162730813026428
0,CTGAN,24-12,0.0005007749423384666
0,CTGAN,24-12,0.0006090810056775808
0,CTGAN,24-12,0.000533736078068614
0,CTGAN,24-12,0.0005346490070223808
0,CTGAN,24-12,0.0005012829788029194
0,CTGAN,24-12,0.000534245977178216
0,CTGAN,24-12,0.0004995400086045265
0,CTGAN,24-12,0.000530892051756382
0,CTGAN,24-12,0.0004995379131287336
0,CTGAN,24-12,0.0005364350508898497
0,CTGAN,24-12,0.0005001181270927191
0,CTGAN,24-12,0.0005358729977160692
0,CTGAN,24-12,0.000500562135130167
0,CTGAN,24-12,0.000532505800947547
0,CTGAN,24-12,0.0004998270887881517
0,CTGAN,24-12,0.0005324818193912506
0,CTGAN,24-12,0.0004998380318284035
0,CTGAN,24-12,0.0005557709373533726
0,CTGAN,24-12,0.0005375719629228115
0,CTGAN,24-12,0.0005717440508306026
0,CTGAN,24-12,0.0005832631140947342
0,CTGAN,24-12,0.000523220980539918
0,CTGAN,24-12,0.0005261229816824198
0,CTGAN,24-12,0.0005138120613992214
0,CTGAN,24-12,0.0005209760274738073
0,CTGAN,24-12,0.0005137170664966106
0,CTGAN,24-12,0.0005199690349400043
0,CTGAN,24-12,0.0005128949414938688
0,CTGAN,24-12,0.0005181331653147936
0,CTGAN,24-12,0.0005125228781253099
0,CTGAN,24-12,0.000518325949087739
0,CTGAN,24-12,0.0005120278801769018
0,CTGAN,24-12,0.0005187210626900196
0,CTGAN,24-12,0.0005130760837346315
0,CTGAN,24-12,0.0005184428300708532
0,CTGAN,24-12,0.0005351509898900986
0,CTGAN,24-12,0.0005136500112712383
0,CTGAN,24-12,0.0005345249082893133
0,CTGAN,24-12,0.000515687046572566
0,CTGAN,24-12,0.0008523319847881794
0,CTGAN,24-12,0.0008759580086916685
0,CTGAN,24-12,0.0005150071810930967
0,CTGAN,24-12,0.0012575560249388218
0,CTGAN,24-12,0.0005149808712303638
0,CTGAN,24-12,0.0005216819699853659
0,CTGAN,24-12,0.0005134949460625648
0,CTGAN,24-12,0.0005187189672142267
0,CTGAN,24-12,0.0005121619906276464
0,CTGAN,24-12,0.0005183538887649775
0,CTGAN,24-12,0.0005151100922375917
0,CTGAN,24-12,0.0005186970811337233
0,CTGAN,24-12,0.0005122390575706959
0,CTGAN,24-12,0.0005933858919888735
0,CTGAN,24-12,0.0005114779341965914
0,CTGAN,24-12,0.0005178558640182018
0,CTGAN,24-12,0.0005106600001454353
0,CTGAN,24-12,0.0005167447961866856
0,CTGAN,24-12,0.0005108988843858242
0,CTGAN,24-12,0.0005168609786778688
0,CTGAN,24-12,0.0005102900322526693
0,CTGAN,24-12,0.0005196460988372564
0,CTGAN,24-12,0.0005530340131372213
0,CTGAN,24-12,0.0005244400817900896
0,CTGAN,24-12,0.0005171331577003002
0,CTGAN,24-12,0.0005105459131300449
0,CTGAN,24-12,0.0005161289591342211
0,CTGAN,24-12,0.0005103820003569126
0,CTGAN,24-12,0.0005165059119462967
0,CTGAN,24-12,0.0005110639613121748
0,CTGAN,24-12,0.0005172640085220337
0,CTGAN,24-12,0.0005830740556120872
0,CTGAN,24-12,0.0005277679301798344
0,CTGAN,24-12,0.0005235990975052118
0,CTGAN,24-12,0.0005333011504262686
